first_name,last_name,doi,putcode,source,type,journal,volume,number,pages,issn,publisher,title,publication_year,romeo_colour,url_for_pdf,times_cited,authors
Philippe,Juneau,10.1371/journal.pone.0057139,53913696,Scopus - Elsevier,journal-article,PLoS ONE,,,,1932-6203,Public Library of Science (PLoS),"Comparison of Photoacclimation in Twelve Freshwater Photoautotrophs (Chlorophyte, Bacillaryophyte, Cryptophyte and Cyanophyte) Isolated from a Natural Community",2013,green,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0057139&type=printable,21,"Deblois, C.P.*Marchand, A.*Juneau, P."
Philippe,Juneau,10.1109/Transducers.2013.6627207,53913669,Scopus - Elsevier,conference-paper,,,,,,IEEE,Development of an electrochemical microsensor based on algal metabolism for the detection of water pollutants,2013,,,,"Tsopela, A.*Lale, A.*Vanhove, E.*Christophe, C.*Lefevre, F.*Temple-Boyer, P.*Seguy, I.*Juneau, P.*Launay, J.*Izquierdo, R."
Philippe,Juneau,10.1080/02772248.2013.849347,53913700,Scopus - Elsevier,journal-article,Toxicological and Environmental Chemistry,95,7,1145-1156,0277-2248,Informa UK Limited,Different responses to high light stress of toxic and non-toxic Microcystis aeruginosa acclimated under two light intensities and zinc concentrations,2013,green,,4,"Xu, K.*Li, Z.-K.*Qiu, B.-S.*Juneau, P."
Philippe,Juneau,10.1093/plankt/fbs104,53913681,Scopus - Elsevier,journal-article,Journal of Plankton Research,35,2,407-420,1464-3774,Oxford University Press (OUP),Evaluation of chitobiase-based estimates of biomass and production rates for developing freshwater crustacean zooplankton communities,2013,green,https://academic.oup.com/plankt/article-pdf/35/2/407/11497900/fbs104.pdf,7,"Sastri, A.R.*Juneau, P.*Beisner, B.E."
Philippe,Juneau,10.1016/j.aquatox.2012.09.005,53913730,Scopus - Elsevier,journal-article,Aquatic Toxicology,,,,0166-445X,Elsevier BV,Response to variable light intensity in photoacclimated algae and cyanobacteria exposed to atrazine,2013,green,,17,"Deblois, C.P.*Dufresne, K.*Juneau, P."
Philippe,Juneau,10.1039/c2lc20998e,53913697,Scopus - Elsevier,journal-article,Lab on a Chip,12,4,787-793,1473-0197,Royal Society of Chemistry (RSC),Algal fluorescence sensor integrated into a microfluidic chip for water pollutant detection,2012,yellow,,61,"Lefèvre, F.*Chalifour, A.*Yu, L.*Chodavarapu, V.*Juneau, P.*Izquierdo, R."
Philippe,Juneau,10.1007/s10811-011-9741-9,53913683,Scopus - Elsevier,journal-article,Journal of Applied Phycology,24,5,1113-1122,0921-8971,Springer Science and Business Media LLC,Comparative studies on the photosynthetic responses of three freshwater phytoplankton species to temperature and light regimes,2012,green,,15,"Xu, K.*Jiang, H.*Juneau, P.*Qiu, B."
Philippe,Juneau,10.1111/j.1529-8817.2012.01191.x,53913686,Scopus - Elsevier,journal-article,Journal of Phycology,48,4,1002-1011,0022-3646,Wiley,Comparison of resistance to light stress in toxic and non-toxic strains of microcystis aeruginosa (cyanophyta),2012,yellow,,10,"Deblois, C.P.*Juneau, P."
Philippe,Juneau,10.1016/j.cbpb.2011.12.002,53913679,Scopus - Elsevier,journal-article,Comparative Biochemistry and Physiology Part B Biochemistry and Molecular Biology,161,3,261-267,1096-4959,Elsevier BV,Early biochemical effects of Microcystis aeruginosa extracts on juvenile rainbow trout (Oncorhynchus mykiss),2012,green,,7,"Gélinas, M.*Juneau, P.*Gagné, F."
Philippe,Juneau,10.1111/j.1440-1835.2011.00636.x,53913662,Scopus - Elsevier,journal-article,Phycological Research,60,1,61-69,1322-0829,Wiley,Effects of iron on the growth and minimal fluorescence yield of three marine Synechococcus strains (Cyanophyceae),2012,yellow,,8,"Liu, S.*Juneau, P.*Qiu, B."
Philippe,Juneau,10.1016/j.toxicon.2011.12.005,53913711,Scopus - Elsevier,journal-article,Toxicon,59,5,567-577,0041-0101,Elsevier BV,Use of chlorophyll a fluorescence to detect the effect of microcystins on photosynthesis and photosystem II energy fluxes of green algae,2012,green,,25,"Perron, M.-C.*Qiu, B.*Boucher, N.*Bellemare, F.*Juneau, P."
Philippe,Juneau,10.1557/opl.2011.1012,53913714,Scopus - Elsevier,conference-paper,MRS Proceedings,,,,0272-9172,Cambridge University Press (CUP),Disposable organic fluorescence biosensor for water pollution monitoring,2011,green,,,"Lefevre, F.*Yu, L.*Chodavarapu, V.*Juneau, P.*Izquierdo, R."
Philippe,Juneau,10.1007/s11120-010-9609-x,53913720,Scopus - Elsevier,journal-article,Photosynthesis Research,107,2,151-157,0166-8595,Springer Science and Business Media LLC,Effect of cadmium on photosystem II activity in Chlamydomonas reinhardtii: Alteration of O-J-I-P fluorescence transients indicating the change of apparent activation energies within photosystem II,2011,green,,20,"Perreault, F.*Dionne, J.*Didur, O.*Juneau, P.*Popovic, R."
Philippe,Juneau,10.1016/j.envres.2011.02.013,53913661,Scopus - Elsevier,journal-article,Environmental Research,111,4,520-529,0013-9351,Elsevier BV,Effect of endocrine disrupters on photosystem II energy fluxes of green algae and cyanobacteria,2011,green,,61,"Perron, M.-C.*Juneau, P."
Philippe,Juneau,10.1093/plankt/fbr035,53913728,Scopus - Elsevier,journal-article,Journal of Plankton Research,33,9,1455-1459,0142-7873,Oxford University Press (OUP),In vivo determination of Daphnia feeding rates using PAM fluorometry,2011,green,,2,"Sastri, A.R.*Beisner, B.E.*Juneau, P."
Philippe,Juneau,10.1016/j.aquatox.2011.01.016,53913724,Scopus - Elsevier,journal-article,Aquatic Toxicology,103,1-2,9-17,0166-445X,Elsevier BV,"Temperature-dependent sensitivity of growth and photosynthesis of Scenedesmus obliquus, Navicula pelliculosa and two strains of Microcystis aeruginosa to the herbicide atrazine",2011,green,,60,"Chalifour, A.*Juneau, P."
Philippe,Juneau,10.1002/etc.109,53913687,Scopus - Elsevier,journal-article,Environmental Toxicology and Chemistry,29,4,887-892,0730-7268,Wiley,Effect of aluminum on cellular division and photosynthetic electron transport in euglena gracilis and chlamydomonas acidophila,2010,yellow,,16,"Perreault, F.*Dewez, D.*Fortin, C.*Juneau, P.*Diallo, A.*Popovic, R."
Philippe,Juneau,10.1016/j.hal.2009.07.001,53913735,Scopus - Elsevier,journal-article,Harmful Algae,9,1,18-24,1568-9883,Elsevier BV,Relationship between photosynthetic processes and microcystin in Microcystis aeruginosa grown under different photon irradiances,2010,green,,34,"Deblois, C.P.*Juneau, P."
Philippe,Juneau,10.1016/j.chemosphere.2010.05.010,53913688,Scopus - Elsevier,journal-article,Chemosphere,80,9,1062-1068,0045-6535,Elsevier BV,Toxic effects and bioaccumulation of carbamazepine evaluated by biomarkers measured in organisms of different trophic levels,2010,green,,88,"Vernouillet, G.*Eullaffroy, P.*Lajeunesse, A.*Blaise, C.*Gagné, F.*Juneau, P."
Philippe,Juneau,10.1080/02772240802590293,53913701,Scopus - Elsevier,journal-article,Toxicological and Environmental Chemistry,91,7,1315-1329,0277-2248,Informa UK Limited,Assessment of toxic effects of pesticide extracts on different green algal species by using chlorophyll a fluorescence,2009,green,,22,"Chalifour, A.*Spear, P.A.*Boily, M.H.*DeBlois, C.*Giroux, I.*Dassylva, N.*Juneau, P."
Philippe,Juneau,10.1039/b820302b,53913694,Scopus - Elsevier,journal-article,Journal of Environmental Monitoring,11,4,723-725,1464-0325,Royal Society of Chemistry (RSC),Determination of carbamazepine in aquatic organisms by liquid-liquid extraction and liquid chromatography-tandem mass spectrometry,2009,yellow,,9,"Lajeunesse, A.*Vernouillet, G.*Eullaffroy, P.*Gagnon, C.*Juneau, P.*Sauvé, S."
Philippe,Juneau,10.1016/j.jphotobiol.2009.03.011,53913672,Scopus - Elsevier,journal-article,Journal of Photochemistry and Photobiology B Biology,96,1,24-29,1011-1344,Elsevier BV,Dichromate effect on energy dissipation of photosystem II and photosystem I in Chlamydomonas reinhardtii,2009,green,,25,"Perreault, F.*Ait Ali, N.*Saison, C.*Popovic, R.*Juneau, P."
Philippe,Juneau,10.1016/j.aquatox.2008.06.007,53913675,Scopus - Elsevier,journal-article,Aquatic Toxicology,89,2,113-121,0166-445X,Elsevier BV,Differential sensitivity of five cyanobacterial strains to ammonium toxicity and its inhibitory mechanism on the photosynthesis of rice-field cyanobacterium Ge-Xian-Mi (Nostoc),2008,green,,30,"Dai, G.*Deblois, C.P.*Liu, S.*Juneau, P.*Qiu, B."
Philippe,Juneau,10.1007/s11120-007-9227-4,53913674,Scopus - Elsevier,journal-article,Photosynthesis Research,95,1,45-53,0166-8595,Springer Science and Business Media LLC,Effect of dichromate on photosystem II activity in xanthophyll-deficient mutants of Chlamydomonas reinhardtii,2008,green,,15,"Ait Ali, N.*Juneau, P.*Didur, O.*Perreault, F.*Popovic, R."
Philippe,Juneau,10.2216/07-44.1,53913725,Scopus - Elsevier,journal-article,Phycologia,47,6,588-598,0031-8884,Informa UK Limited,Influence of CO<inf>2</inf> concentrating mechanism on photoinhibition in Synechococcus sp. PCC7942 (Cyanophyceae),2008,green,,3,"Cheng, H.*Dai, G.*Yu, L.*Zhong, X.*Juneau, P.*Qiu, B."
Philippe,Juneau,10.1016/j.aquatox.2006.12.008,53913684,Scopus - Elsevier,journal-article,Aquatic Toxicology,81,3,256-265,0166-445X,Elsevier BV,"Effects of three pesticides on the growth, photosynthesis and photoinhibition of the edible cyanobacterium Ge-Xian-Mi (Nostoc)",2007,green,,42,"Chen, Z.*Juneau, P.*Qiu, B."
Philippe,Juneau,10.1017/S0031182007003277,53913691,Scopus - Elsevier,journal-article,Parasitology,134,14,2063-2080,0031-1820,Cambridge University Press (CUP),"Impacts of agriculture on the parasite communities of northern leopard frogs (Rana pipiens) in southern Quebec, Canada",2007,green,https://spectrum.library.concordia.ca/6778/1/McLaughlin_Parasitology_2007.pdf,46,"King, K.C.*McLaughlin, J.D.*Gendron, A.D.*Pauli, B.D.*Giroux, I.*Rondeau, B.*Boily, M.*Juneau, P.*Marcogliese, D.J."
Philippe,Juneau,10.1080/02772240701561635,53913665,Scopus - Elsevier,journal-article,,89,4,587-588,0277-2248,Informa UK Limited,Introduction to the special issue on the use of chlorophyll fluorescence in ecotoxicology: The importance of fluorometric methods in ecotoxicological studies,2007,green,,,"Juneau, P."
Philippe,Juneau,10.1562/2006-08-08-RA-999,53913713,Scopus - Elsevier,journal-article,Photochemistry and Photobiology,83,3,714-721,0031-8655,American Society for Photobiology,Rapid chlorophyll a fluorescence transients of Lemna minor leaves as indication of light and exogenous electron carriers effect on photosystem II activity,2007,yellow,,4,"Dewez, D.*Eullaffroy, P.*Popovic, R.*Juneau, P."
Philippe,Juneau,10.1080/02772240701561569,53913727,Scopus - Elsevier,journal-article,Toxicological and Environmental Chemistry,89,4,609-625,0277-2248,Informa UK Limited,Use of chlorophyll fluorescence as a tool for determination of herbicide toxic effect: Review,2007,green,,51,"Juneau, P.*Qiu, B.*Deblois, C.P."
Philippe,Juneau,10.1016/j.chemosphere.2006.04.078,53913693,Scopus - Elsevier,journal-article,Chemosphere,65,10,1738-1746,0045-6535,Elsevier BV,Growth and photosynthetic responses of the bloom-forming cyanobacterium Microcystis aeruginosa to elevated levels of cadmium,2006,green,,57,"Zhou, W.*Juneau, P.*Qiu, B."
Philippe,Juneau,10.1016/j.dsr2.2006.05.031,53913731,Scopus - Elsevier,journal-article,Deep Sea Research Part II Topical Studies in Oceanography,53,20-22,2114-2130,0967-0645,Elsevier BV,Phytoplankton processes during a mesoscale iron enrichment in the NE subarctic Pacific: Part II-Nutrient utilization,2006,green,,30,"Marchetti, A.*Juneau, P.*Whitney, F.A.*Wong, C.-S.*Harrison, P.J."
Philippe,Juneau,10.1016/j.dsr2.2006.05.032,53913732,Scopus - Elsevier,journal-article,Deep Sea Research Part II Topical Studies in Oceanography,53,20-22,2131-2151,0967-0645,Elsevier BV,Phytoplankton processes during a mesoscale iron enrichment in the NE subarctic Pacific: Part III-Primary productivity,2006,green,,23,"Marchetti, A.*Sherry, N.D.*Juneau, P.*Strzepek, R.F.*Harrison, P.J."
Philippe,Juneau,10.1562/2005-01-13-RA-414.1,53913734,Scopus - Elsevier,journal-article,Photochemistry and Photobiology,81,3,649-653,0031-8655,Wiley,Comparison by PAM fluorometry of photosynthetic activity of nine marine phytoplankton grown under identical conditions,2005,yellow,,44,"Juneau, P.*Harrison, P.J."
Philippe,Juneau,10.1897/05-009R.1,53913670,Scopus - Elsevier,journal-article,Environmental Toxicology and Chemistry,24,10,2603-2611,0730-7268,Wiley,"Comparison of Cd, Cu, and Zn toxic effects on four marine phytoplankton by pulse-amplitude-modulated fluorometry",2005,yellow,,91,"Miao, A.-J.*Wang, W.-X.*Juneau, P."
Philippe,Juneau,10.1007/s11099-005-5083-7,53913676,Scopus - Elsevier,journal-article,Photosynthetica,43,1,75-83,0300-3604,Institute of Experimental Botany,Simulation of Pulse-Amplitude-Modulated (PAM) fluorescence: Limitations of some PAM-parameters in studying environmental stress effects,2005,green,,56,"Juneau, P.*Green, B.R.*Harrison, P.J."
Philippe,Juneau,10.3354/ame031009,53913699,Scopus - Elsevier,journal-article,Aquatic Microbial Ecology,31,1,9-17,0948-3055,Inter-Research Science Center,Effects of viral infection on photosynthetic processes in the bloom-forming alga Heterosigma akashiwo,2003,green,https://www.int-res.com/articles/ame2003/31/a031p009.pdf,35,"Juneau, P.*Lawrence, J.E.*Suttle, C.A.*Harrison, P.J."
Philippe,Juneau,10.1016/S0147-6513(02)00130-6,53913667,Scopus - Elsevier,journal-article,Ecotoxicology and Environmental Safety,55,1,1-8,0147-6513,Elsevier BV,Use of chlorophyll fluorescence of Closterium ehrenbergii and Lemna gibba for toxic effect evaluation of sewage treatment plant effluent and its hydrophobic components,2003,green,,15,"Juneau, P.*Sumitomo, H.*Matsui, S.*Itoh, S.*Kim, S.-G.*Popovic, R."
Philippe,Juneau,10.1007/s00244-001-0027-0,53913690,Scopus - Elsevier,journal-article,Archives of Environmental Contamination and Toxicology,42,2,155-164,0090-4341,Springer Science and Business Media LLC,"PAM fluorometry in the determination of the sensitivity of Chlorella vulgaris, Selenastrum capricornutum, and Chlamydomonas reinhardtii to copper",2002,green,,95,"Juneau, P.*El Berdey, A.*Popovic, R."
Philippe,Juneau,10.1562/0031-8655(2002)075<0377:RBTSAF>2.0.CO;2,53913678,Scopus - Elsevier,journal-article,Photochemistry and Photobiology,75,4,377-381,0031-8655,Wiley,Relationship between the structural and functional changes of the photosynthetic apparatus during chloroplast-chromoplast transition in flower bud of Lilium longiflorum,2002,yellow,,10,"Juneau, P.*Le Lay, P.*Böddi, B.*Samson, G.*Popovic, R."
Philippe,Juneau,10.1016/S0005-2728(02)00366-3,53913715,Scopus - Elsevier,journal-article,Biochimica et Biophysica Acta (BBA) - Bioenergetics,1556,2-3,239-246,0005-2728,Elsevier BV,Resolution of the Photosystem I and Photosystem II contributions to chlorophyll fluorescence of intact leaves at room temperature,2002,green,,126,"Franck, F.*Juneau, P.*Popovic, R."
Philippe,Juneau,10.1016/S0045-6535(01)00034-0,53913719,Scopus - Elsevier,journal-article,Chemosphere,45,4-5,589-598,0045-6535,Elsevier BV,Evaluation of different algal species sensitivity to mercury and metolachlor by PAM-fluorometry,2001,green,,76,"Juneau, P.*Dewez, D.*Matsui, S.*Kim, S.-G.*Popovic, R."
Philippe,Juneau,10.1104/pp.127.1.202,53913716,Scopus - Elsevier,journal-article,PLANT PHYSIOLOGY,127,1,202-211,0032-0889,American Society of Plant Biologists (ASPB),Spectroscopic analysis of desiccation-induced alterations of the chlorophyllide transformation pathway in etiolated barley leaves,2001,green,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC117976/pdf,15,"Le Lay, P.*Böddi, B.*Kovacevic, D.*Juneau, P.*Dewez, D.*Popovic, R."
Philippe,Juneau,10.1093/pcp/41.5.565,53913702,Scopus - Elsevier,journal-article,Plant and Cell Physiology,41,5,565-570,0032-0781,Oxford University Press (OUP),Evidence of chlorophyll synthesis pathway alteration in desiccated barley leaves,2000,green,https://academic.oup.com/pcp/article-pdf/41/5/565/5181710/41-5-565.pdf,14,"Le Lay, P.*Eullaffroy, P.*Juneau, P.*Popovic, R."
Philippe,Juneau,10.1023/A:1008955819527,53913733,Scopus - Elsevier,journal-article,Ecotoxicology,8,6,449-455,0963-9292,Springer Nature,Evidence for the rapid phytotoxicity and environmental stress evaluation using the PAM fluorometric method: Importance and future application,1999,green,,50,"Juneau, P.*Popovic, R."
Philippe,Juneau,,53913659,Scopus - Elsevier,journal-article,,68,5-6,320,,,On the contribution of photosystem I to chlorophyll fluorescence in intact leaves at room temperature and its impact on the determination of photosystem II efficiency,1999,,,,"Franck, F.*Juneau, P.*Popovic, R."
Philippe,Juneau,10.1021/es971039f,53913680,Scopus - Elsevier,journal-article,Environmental Science & Technology,32,17,2640-2645,0013-936X,American Chemical Society (ACS),Measurement of chlorophyll fluorescence by synchronous detection in integrating sphere: Modified analytical approach for the accurate determination of photosynthesis parameters for whole plants,1998,white,,2,"Salvetat, R.*Juneau, P.*Popovic, R."
Philippe,Juneau,10.1111/j.1751-1097.1997.tb08606.x,53913708,Scopus - Elsevier,journal-article,Photochemistry and Photobiology,65,3,564-569,0031-8655,Wiley,Evidence of UVB effect on the photoconversion of active protochlorophyllides into chlorophyllides in etiolated barley leaves,1997,yellow,,4,"Juneau, P.*Eullaffroy, P.*Popovic, R."
Jay,Lacey,10.1139/cjfas-2017-0453,55608547,Scopus - Elsevier,journal-article,Canadian Journal of Fisheries and Aquatic Sciences,76,1,28-41,0706-652X,Canadian Science Publishing,Influence of baffles on upstream passage of brook trout and brown trout in an experimental box culvert,2019,green,,2,"Duguay, J.M.*Lacey, R.W.J.*Castro-Santos, T."
Jay,Lacey,10.1051/e3sconf/20184005070,55608550,Scopus - Elsevier,conference-paper,E3S Web of Conferences,,,,2267-1242,EDP Sciences,Comparison of velocity and turbulence profiles obtained with a Vectrino Profiler and PIV,2018,green,https://www.e3s-conferences.org/articles/e3sconf/pdf/2018/15/e3sconf_riverflow2018_05070.pdf,,"Lacey, J.*Duguay, J.*Macvicar, B."
Jay,Lacey,10.1016/j.ecoleng.2018.10.003,55608543,Scopus - Elsevier,journal-article,Ecological Engineering,,,,0925-8574,Elsevier BV,Sediment infilling benefits rainbow trout passage in a baffled channel,2018,green,,2,"Duguay, J.*Foster, B.*Lacey, J.*Castro-Santos, T."
